"","logFC","logCPM","LR","PValue","FDR","transcript"
"hsa-miR-551b-3p",-1.12800070847631,2.03635355905064,3.88423771361814,0.0487413842307229,0.736162975622642,"hsa-miR-551b-3p"
"hsa-miR-10b-3p",0.74514368751463,4.78457270538118,3.75508405880166,0.0526471485151308,0.761423925991113,"hsa-miR-10b-3p"
"hsa-miR-490-3p",-0.706301212321839,5.73731660707207,3.71608049946193,0.0538907344879555,0.761423925991113,"hsa-miR-490-3p"
"hsa-miR-143-3p",-0.591386528155091,8.07663644235746,3.33707734163291,0.0677348231897325,0.927120392409464,"hsa-miR-143-3p"
"hsa-let-7c-5p",-0.661069408201176,5.32976917908082,3.12570190694311,0.0770666762694327,0.984353539372077,"hsa-let-7c-5p"
"hsa-miR-2277-5p",0.816807849315231,3.00221131205366,3.08847444431539,0.0788486994206708,0.984353539372077,"hsa-miR-2277-5p"
"hsa-miR-127-3p",-0.532552841746145,8.69278653864947,2.87251072686014,0.0901042040451933,0.984353539372077,"hsa-miR-127-3p"
"hsa-miR-664a-3p",-0.635375295920861,4.8565791546935,2.73445487597727,0.0982050063661655,0.984353539372077,"hsa-miR-664a-3p"
"hsa-miR-589-3p",0.976069225024309,1.40609773070476,2.55606076377886,0.109872047397116,0.984353539372077,"hsa-miR-589-3p"
"hsa-miR-483-3p",-0.951577600381361,1.73467176222821,2.53404053077262,0.111414592845234,0.984353539372077,"hsa-miR-483-3p"
"hsa-miR-450b-5p",0.819641367004989,2.25983676618564,2.51664576556205,0.112649971909406,0.984353539372077,"hsa-miR-450b-5p"
"hsa-miR-504-5p",-0.538721117070299,7.22566693601503,2.49277786990392,0.114369700536825,0.984353539372077,"hsa-miR-504-5p"
"hsa-miR-15a-5p",0.705010956405883,3.17453088221943,2.46460590557622,0.116436903215159,0.984353539372077,"hsa-miR-15a-5p"
"hsa-miR-409-3p",-0.524230729933245,7.46888396294104,2.44144042976743,0.118167671268206,0.984353539372077,"hsa-miR-409-3p"
"hsa-miR-139-5p",-0.611481419746923,4.52558071083469,2.4121280569406,0.120398596555036,0.984353539372077,"hsa-miR-139-5p"
"hsa-miR-192-5p",-0.455984119092912,10.0165454696928,2.39318381138043,0.121865208778849,0.984353539372077,"hsa-miR-192-5p"
"hsa-miR-7974",0.876849361164442,1.7022634192106,2.35917631207855,0.124547936278334,0.984353539372077,"hsa-miR-7974"
"hsa-miR-218-1-3p",-0.85421814648155,2.0218821939926,2.3578771041644,0.124651717976996,0.984353539372077,"hsa-miR-218-1-3p"
"hsa-miR-138-1-3p",-0.492672436650534,8.14586771186979,2.33341148121579,0.126624102445449,0.984353539372077,"hsa-miR-138-1-3p"
"hsa-miR-5699-5p",-0.909510977097954,1.65782299439606,2.2630011246704,0.132497070408366,0.984353539372077,"hsa-miR-5699-5p"
"hsa-miR-129-2-3p",-0.555965505842511,5.43521684462373,2.25077321433161,0.133547657934198,0.984353539372077,"hsa-miR-129-2-3p"
"hsa-miR-7704",-0.733065030543251,2.74311080785974,2.19877778844958,0.138120212384312,0.984353539372077,"hsa-miR-7704"
"hsa-miR-324-5p",-0.52953920164235,6.22537432384434,2.17230315976637,0.140515647968691,0.984353539372077,"hsa-miR-324-5p"
"hsa-miR-3200-3p",-0.590490194790772,4.12560657156974,2.09614229984613,0.147671305950381,0.984353539372077,"hsa-miR-3200-3p"
"hsa-miR-10a-3p",0.535788283366048,5.36474767469862,2.08530688766206,0.148722331842837,0.984353539372077,"hsa-miR-10a-3p"
"hsa-miR-20b-5p",0.519695521512051,6.0760493697573,2.08382291148733,0.148866933008433,0.984353539372077,"hsa-miR-20b-5p"
"hsa-miR-1298-3p",0.914255313375739,1.19387343938914,2.06706052618422,0.15051137119093,0.984353539372077,"hsa-miR-1298-3p"
"hsa-miR-1273h-3p",-0.739224576296428,2.47222846615516,2.06045535411031,0.151164992207785,0.984353539372077,"hsa-miR-1273h-3p"
"hsa-miR-744-5p",0.419949261386323,11.7512933868214,2.05649697789309,0.151558236097236,0.984353539372077,"hsa-miR-744-5p"
"hsa-miR-125b-5p",-0.431073739177963,9.56792437958547,2.04989646512596,0.152216540843549,0.984353539372077,"hsa-miR-125b-5p"
"hsa-miR-152-3p",0.731724363958567,2.32274477530401,2.0298876393064,0.154232009451708,0.984353539372077,"hsa-miR-152-3p"
"hsa-miR-185-5p",0.604715578381191,3.58013037214217,2.02821286762395,0.154402075117407,0.984353539372077,"hsa-miR-185-5p"
"hsa-miR-125b-1-3p",-0.459636334266999,8.04384587779614,2.01390001668091,0.155864194005406,0.984353539372077,"hsa-miR-125b-1-3p"
"hsa-miR-199b-3p",0.753889637335938,2.15182775307812,2.00963441036603,0.156302979739038,0.984353539372077,"hsa-miR-199b-3p"
"hsa-miR-199a-3p",0.753889637335938,2.15182775307812,2.00963441036603,0.156302979739038,0.984353539372077,"hsa-miR-199a-3p"
"hsa-miR-6841-5p",0.703242313156763,2.49153552366196,1.98841520254665,0.158506682536985,0.984353539372077,"hsa-miR-6841-5p"
"hsa-miR-3065-5p",-0.648532264983462,3.05194960932857,1.97201996183958,0.160233617558799,0.984353539372077,"hsa-miR-3065-5p"
"hsa-miR-155-5p",0.692685573051462,2.34453764799349,1.8396436467687,0.174992719765934,0.984353539372077,"hsa-miR-155-5p"
"hsa-miR-1343-3p",-0.583586522803046,3.60252936541036,1.83463156910809,0.175581465792608,0.984353539372077,"hsa-miR-1343-3p"
"hsa-miR-28-3p",0.396000545016413,12.3674055203445,1.83228363748685,0.17585805159874,0.984353539372077,"hsa-miR-28-3p"
"hsa-miR-628-3p",0.508195096815606,5.0891654280259,1.8129385210077,0.178156128324707,0.984353539372077,"hsa-miR-628-3p"
"hsa-miR-30d-3p",0.559539856551751,3.64364170095046,1.75620195942812,0.185098955498955,0.984353539372077,"hsa-miR-30d-3p"
"hsa-miR-138-2-3p",-0.463499224283988,6.80705045036817,1.742732319081,0.186792995933192,0.984353539372077,"hsa-miR-138-2-3p"
"hsa-miR-654-3p",-0.540651524876559,4.03080278668631,1.73843928101945,0.187336701706124,0.984353539372077,"hsa-miR-654-3p"
"hsa-miR-598-3p",-0.461225983293785,6.63726438967266,1.7021310138444,0.192009522636164,0.984353539372077,"hsa-miR-598-3p"
"hsa-miR-20a-5p",0.42928297018496,7.54651040723119,1.65981395765992,0.197628444791781,0.984353539372077,"hsa-miR-20a-5p"
"hsa-miR-2355-5p",-0.64444368056389,2.49633059029557,1.63390232059722,0.201164151296047,0.984353539372077,"hsa-miR-2355-5p"
"hsa-miR-1260b",-0.643688984161641,2.5568760479069,1.63093059739543,0.201574382169882,0.984353539372077,"hsa-miR-1260b"
"hsa-miR-576-5p",-0.700808293212401,2.05972096653205,1.62430322168318,0.202492807192747,0.984353539372077,"hsa-miR-576-5p"
"hsa-miR-3117-3p",0.583044958493713,2.93291023499244,1.61556434033851,0.203711387886811,0.984353539372077,"hsa-miR-3117-3p"
"hsa-miR-1538",-0.737370853344365,1.75285774220519,1.59368661038391,0.206800209831198,0.984353539372077,"hsa-miR-1538"
"hsa-miR-16-2-3p",0.587459134748227,2.90910575067108,1.57994439444293,0.208768703207886,0.984353539372077,"hsa-miR-16-2-3p"
"hsa-miR-574-3p",-0.632080004791897,2.57244271118003,1.57806007810395,0.209040344998051,0.984353539372077,"hsa-miR-574-3p"
"hsa-miR-346",0.441673030444949,6.62537721927434,1.56573220489529,0.210827885076068,0.984353539372077,"hsa-miR-346"
"hsa-miR-381-3p",-0.45819731396271,5.69747670269772,1.56440705365056,0.211021107781503,0.984353539372077,"hsa-miR-381-3p"
"hsa-miR-148b-5p",0.515947603099146,3.84846522620169,1.55081036495121,0.213015848933651,0.984353539372077,"hsa-miR-148b-5p"
"hsa-miR-190a-5p",0.492893561491628,4.25898220738132,1.54484378293495,0.213898255341924,0.984353539372077,"hsa-miR-190a-5p"
"hsa-miR-4454",-0.53274163847058,3.58577499621106,1.51690708830706,0.218088143644993,0.984353539372077,"hsa-miR-4454"
"hsa-miR-302c-5p",0.704408395259287,1.67502407991906,1.51467749972598,0.218426726464236,0.984353539372077,"hsa-miR-302c-5p"
"hsa-miR-1226-3p",-0.685541515996235,1.97798834262277,1.49160015575119,0.221968352546643,0.984353539372077,"hsa-miR-1226-3p"
"hsa-miR-302a-3p",0.426967779056251,6.72983106034417,1.47192125061255,0.225042808132433,0.984353539372077,"hsa-miR-302a-3p"
"hsa-miR-328-3p",-0.417448450850878,7.04620503114078,1.46314636428316,0.226430164074764,0.984353539372077,"hsa-miR-328-3p"
"hsa-miR-432-5p",-0.471838016794621,4.65719441487792,1.46084055611015,0.22679642683972,0.984353539372077,"hsa-miR-432-5p"
"hsa-miR-323a-3p",-0.55668355134285,3.06736516298542,1.46019561631325,0.226898998717677,0.984353539372077,"hsa-miR-323a-3p"
"hsa-miR-342-5p",0.393716560980802,7.55932043507873,1.40054024463403,0.236633137036084,0.984353539372077,"hsa-miR-342-5p"
"hsa-miR-130a-5p",-0.680977871295234,1.73883457149058,1.35801153594027,0.243882397225198,0.984353539372077,"hsa-miR-130a-5p"
"hsa-miR-149-5p",-0.338738572421102,12.115704236921,1.34093956710575,0.246868341624971,0.984353539372077,"hsa-miR-149-5p"
"hsa-miR-653-5p",-0.431363253027591,5.23825986269641,1.33547698041536,0.247833189580929,0.984353539372077,"hsa-miR-653-5p"
"hsa-miR-561-5p",0.636406486112973,1.9365360015884,1.33461362087543,0.247986105383125,0.984353539372077,"hsa-miR-561-5p"
"hsa-miR-1275",0.421526391815305,5.40577411856564,1.28409289505429,0.257139415488551,0.984353539372077,"hsa-miR-1275"
"hsa-miR-659-5p",0.639224457875846,1.76443569660032,1.26879209004794,0.259993405329882,0.984353539372077,"hsa-miR-659-5p"
"hsa-miR-25-3p",0.328613188453155,11.5240258435408,1.26008043260792,0.261635866343509,0.984353539372077,"hsa-miR-25-3p"
"hsa-miR-34c-5p",0.460037359053439,3.89133539225996,1.25581144644636,0.262445418257278,0.984353539372077,"hsa-miR-34c-5p"
"hsa-miR-181b-3p",-0.510392907785622,3.00362194968205,1.23433188016878,0.266566241646002,0.984353539372077,"hsa-miR-181b-3p"
"hsa-miR-21-3p",-0.363102957318892,7.73950233049574,1.21766381133117,0.269819617685655,0.984353539372077,"hsa-miR-21-3p"
"hsa-miR-122-5p",-0.557771570419789,2.51066351863255,1.20897022027613,0.271536163063662,0.984353539372077,"hsa-miR-122-5p"
"hsa-miR-323b-3p",-0.540957562010887,2.66527558046392,1.20557034008471,0.272211182472604,0.984353539372077,"hsa-miR-323b-3p"
"hsa-miR-935",-0.425466628929491,4.56777355562018,1.18122428829741,0.277106895683369,0.984353539372077,"hsa-miR-935"
"hsa-miR-101-3p",0.336920307275979,8.90388833541188,1.17801177184638,0.277761131251198,0.984353539372077,"hsa-miR-101-3p"
"hsa-miR-194-5p",-0.465442072338562,3.53003272815234,1.16848482305294,0.279712787404061,0.984353539372077,"hsa-miR-194-5p"
"hsa-miR-423-5p",0.316219169976574,11.8305318291313,1.16807666179511,0.279796787406813,0.984353539372077,"hsa-miR-423-5p"
"hsa-miR-652-3p",-0.370957722098141,7.08711518133261,1.16264689779945,0.280917272790508,0.984353539372077,"hsa-miR-652-3p"
"hsa-miR-374b-5p",-0.378067093844058,6.66772860909227,1.14688281258838,0.28420263803874,0.984353539372077,"hsa-miR-374b-5p"
"hsa-miR-1180-3p",0.353607227196281,7.47934152636495,1.11640238448401,0.290694434496511,0.984353539372077,"hsa-miR-1180-3p"
"hsa-miR-197-3p",-0.306780153527727,11.219369776868,1.09734325567257,0.294849888764503,0.984353539372077,"hsa-miR-197-3p"
"hsa-miR-149-3p",0.525323171828525,2.44231782346649,1.09707293916272,0.294909370334893,0.984353539372077,"hsa-miR-149-3p"
"hsa-miR-137-3p",-0.43775509493002,3.80203707261671,1.09689140371259,0.294949324777512,0.984353539372077,"hsa-miR-137-3p"
"hsa-miR-1269a",0.420391909058087,4.09474325389776,1.09359560094538,0.295675910892487,0.984353539372077,"hsa-miR-1269a"
"hsa-miR-10395-3p",0.373351252408021,6.0610975349398,1.07753825384754,0.299248918829597,0.984353539372077,"hsa-miR-10395-3p"
"hsa-miR-708-3p",0.384495267052067,5.27086461051008,1.06819465786165,0.301353586129848,0.984353539372077,"hsa-miR-708-3p"
"hsa-miR-411-5p",-0.365313945585576,5.94885124413288,1.01908658277551,0.312735772288689,0.984353539372077,"hsa-miR-411-5p"
"hsa-miR-10a-5p",0.300640907194416,17.8199356887894,1.00236044660414,0.316740022188563,0.984353539372077,"hsa-miR-10a-5p"
"hsa-miR-98-5p",0.466547400789996,2.86397425670966,0.99946108833416,0.317440943855889,0.984353539372077,"hsa-miR-98-5p"
"hsa-miR-29a-3p",0.405025072787214,3.96827746544512,0.981873601076208,0.321736681595063,0.984353539372077,"hsa-miR-29a-3p"
"hsa-miR-4746-5p",0.558751003923581,1.61789872665888,0.96197510064424,0.326689753788048,0.984353539372077,"hsa-miR-4746-5p"
"hsa-miR-3177-5p",0.529639315254326,2.01412199128541,0.955940520500699,0.328211784366913,0.984353539372077,"hsa-miR-3177-5p"
"hsa-miR-30a-5p",0.281457644071619,11.7544591391385,0.925583806875579,0.336013105492982,0.984353539372077,"hsa-miR-30a-5p"
"hsa-miR-140-5p",0.575236799641781,1.45872081743767,0.923504372438,0.336556517733617,0.984353539372077,"hsa-miR-140-5p"
"hsa-let-7e-5p",-0.290419282090167,9.46040693390055,0.922617225944578,0.33678871129368,0.984353539372077,"hsa-let-7e-5p"
"hsa-miR-4449",-0.384345839539971,4.29514425155931,0.92168582750134,0.337032718018267,0.984353539372077,"hsa-miR-4449"
"hsa-miR-1268a",-0.451377151503086,2.80330334758285,0.89007868285958,0.345455986490075,0.984353539372077,"hsa-miR-1268a"
"hsa-miR-6770-3p",-0.504243891744034,2.2363871880473,0.88155789378444,0.347775339681011,0.984353539372077,"hsa-miR-6770-3p"
"hsa-miR-128-3p",-0.281512811969582,9.58161525962399,0.87728301611989,0.348946920738436,0.984353539372077,"hsa-miR-128-3p"
"hsa-miR-205-5p",0.37925725598026,4.03256734979,0.865325095005847,0.352252779526917,0.984353539372077,"hsa-miR-205-5p"
"hsa-miR-184",-0.31550161137644,7.05971016998684,0.83854827906508,0.359812294036811,0.984353539372077,"hsa-miR-184"
"hsa-miR-484",-0.286281705457607,8.46759265568349,0.816016223183276,0.366347509213564,0.984353539372077,"hsa-miR-484"
"hsa-miR-766-5p",0.412141508833695,2.98234971985197,0.807029376124039,0.368999976565173,0.984353539372077,"hsa-miR-766-5p"
"hsa-miR-197-5p",0.429637206678181,2.72432581513464,0.806479374330015,0.369163176143239,0.984353539372077,"hsa-miR-197-5p"
"hsa-miR-130a-3p",0.262268640904231,12.5144031429763,0.80539378511105,0.369485593410045,0.984353539372077,"hsa-miR-130a-3p"
"hsa-miR-27a-3p",0.350450229907496,4.52051789780756,0.80068172643625,0.370889622668227,0.984353539372077,"hsa-miR-27a-3p"
"hsa-miR-2682-3p",-0.5266775120156,1.71657698544619,0.80020193821283,0.371033000178289,0.984353539372077,"hsa-miR-2682-3p"
"hsa-miR-335-5p",-0.314823946820281,6.65376201520682,0.796120647216494,0.372255769100224,0.984353539372077,"hsa-miR-335-5p"
"hsa-miR-758-3p",-0.555416779042278,1.40239586461719,0.795200140949537,0.372532334290813,0.984353539372077,"hsa-miR-758-3p"
"hsa-let-7g-5p",-0.356310487671652,4.17470962754576,0.783129728636614,0.376185663403039,0.984353539372077,"hsa-let-7g-5p"
"hsa-miR-1287-5p",-0.398015740207255,3.20133238459483,0.777188532335622,0.378002368034879,0.984353539372077,"hsa-miR-1287-5p"
"hsa-miR-124-5p",-0.372266499994611,3.59842986762331,0.761439333905437,0.382878461829986,0.984353539372077,"hsa-miR-124-5p"
"hsa-miR-574-5p",0.355403414539435,3.99062025499635,0.758873051911427,0.38368142840344,0.984353539372077,"hsa-miR-574-5p"
"hsa-miR-3074-5p",-0.397211980294239,3.05724084396771,0.756220005988741,0.384514056996253,0.984353539372077,"hsa-miR-3074-5p"
"hsa-miR-146b-3p",-0.417210849080871,2.80946801707068,0.74173698191966,0.389105028411893,0.984353539372077,"hsa-miR-146b-3p"
"hsa-miR-887-5p",-0.458730217314452,2.30024232695814,0.741144076060348,0.389294636079712,0.984353539372077,"hsa-miR-887-5p"
"hsa-miR-99b-5p",-0.247662659587862,12.7323340652172,0.718624038559369,0.396595620636684,0.984353539372077,"hsa-miR-99b-5p"
"hsa-miR-128-1-5p",0.266973793871787,8.37723139836098,0.704020586028619,0.401436007946787,0.984353539372077,"hsa-miR-128-1-5p"
"hsa-let-7a-5p",-0.267812877351007,7.98676980654859,0.682310727505397,0.408792167313567,0.984353539372077,"hsa-let-7a-5p"
"hsa-miR-10401-3p",-0.361508632669487,3.30519039341019,0.672763344744544,0.412089835134711,0.984353539372077,"hsa-miR-10401-3p"
"hsa-miR-30a-3p",0.261366651850274,8.34053208396506,0.672669514276166,0.412122438273793,0.984353539372077,"hsa-miR-30a-3p"
"hsa-miR-210-5p",0.364417353165404,3.15787290410583,0.669692527372306,0.413158826512943,0.984353539372077,"hsa-miR-210-5p"
"hsa-miR-6514-5p",0.376884803704685,2.82956033865299,0.649773726546678,0.420193589821485,0.984353539372077,"hsa-miR-6514-5p"
"hsa-miR-744-3p",-0.4111023057949,2.40576674967953,0.640931194235831,0.423373799302049,0.984353539372077,"hsa-miR-744-3p"
"hsa-miR-1249-3p",0.316632426300558,4.20823990306896,0.626748706511744,0.428550423733675,0.984353539372077,"hsa-miR-1249-3p"
"hsa-miR-135a-2-3p",0.280699652120493,6.45979207037198,0.626691934859134,0.428571336627181,0.984353539372077,"hsa-miR-135a-2-3p"
"hsa-miR-182-5p",0.230663193421292,11.186036496116,0.620866744629552,0.43072538053539,0.984353539372077,"hsa-miR-182-5p"
"hsa-miR-330-5p",-0.299215950121444,4.83574910647839,0.609109301305581,0.435123371150549,0.984353539372077,"hsa-miR-330-5p"
"hsa-miR-148a-3p",0.228596020835214,10.3178001682497,0.607709789206623,0.435651420326644,0.984353539372077,"hsa-miR-148a-3p"
"hsa-miR-6511b-3p",0.351617821340122,3.10379008440655,0.606386198539262,0.436151723836375,0.984353539372077,"hsa-miR-6511b-3p"
"hsa-miR-877-5p",0.25926597667604,7.41822271384994,0.596274943147385,0.440002843983727,0.984353539372077,"hsa-miR-877-5p"
"hsa-miR-365a-3p",-0.299837513783549,4.50531077786438,0.583922330229375,0.44477898651995,0.984353539372077,"hsa-miR-365a-3p"
"hsa-miR-365b-3p",-0.299837513783549,4.50531077786438,0.583922330229375,0.44477898651995,0.984353539372077,"hsa-miR-365b-3p"
"hsa-miR-592",0.274784743548971,5.76925129269384,0.572272258307963,0.449357391673272,0.984353539372077,"hsa-miR-592"
"hsa-miR-1296-5p",-0.254479838093694,7.361000264541,0.569862846200127,0.450313422791391,0.984353539372077,"hsa-miR-1296-5p"
"hsa-miR-181a-3p",-0.225247416807535,9.64285531779716,0.565219660718952,0.452164773571314,0.984353539372077,"hsa-miR-181a-3p"
"hsa-miR-30d-5p",0.219022712433399,13.4633540098854,0.563069396819742,0.453026172849392,0.984353539372077,"hsa-miR-30d-5p"
"hsa-miR-502-3p",-0.338315583887607,3.15384968652923,0.561668979343268,0.453588566016833,0.984353539372077,"hsa-miR-502-3p"
"hsa-miR-222-3p",0.215115650096055,11.2925001577847,0.540255734286529,0.462326761202206,0.984353539372077,"hsa-miR-222-3p"
"hsa-miR-483-5p",0.334412317718757,3.00927759564532,0.53655008377856,0.463866010817444,0.984353539372077,"hsa-miR-483-5p"
"hsa-miR-30c-2-3p",0.279140461974063,4.64332337075774,0.519351764789547,0.471118331718989,0.984353539372077,"hsa-miR-30c-2-3p"
"hsa-miR-129-1-3p",-0.362294785468692,2.51950434346456,0.517624347498363,0.471856830725588,0.984353539372077,"hsa-miR-129-1-3p"
"hsa-miR-130b-3p",0.21029493203611,10.520097592937,0.514793782605983,0.473070995359725,0.984353539372077,"hsa-miR-130b-3p"
"hsa-miR-500a-3p",0.21566208955508,9.3046502910095,0.501940634630742,0.478648663046144,0.984353539372077,"hsa-miR-500a-3p"
"hsa-miR-505-5p",0.276327736285681,4.37887034618955,0.493235487592075,0.482487566600068,0.984353539372077,"hsa-miR-505-5p"
"hsa-miR-219a-1-3p",0.241160514236466,7.06042586328359,0.491045001425545,0.483461523240267,0.984353539372077,"hsa-miR-219a-1-3p"
"hsa-miR-485-5p",-0.305720787271213,3.40259785064196,0.486587870065294,0.485453338453829,0.984353539372077,"hsa-miR-485-5p"
"hsa-miR-24-3p",-0.256939146529389,5.47348553380265,0.484858889547244,0.486229643502824,0.984353539372077,"hsa-miR-24-3p"
"hsa-miR-191-3p",-0.292976315714858,3.66413245195492,0.477570499032937,0.489524846463325,0.984353539372077,"hsa-miR-191-3p"
"hsa-miR-3174",-0.295300201549809,3.49473000966744,0.47021785398607,0.492886962603362,0.984353539372077,"hsa-miR-3174"
"hsa-miR-190b-5p",-0.325855779205338,2.77210131376174,0.467890406600104,0.493959284337795,0.984353539372077,"hsa-miR-190b-5p"
"hsa-miR-3615",-0.258510104441892,5.03036475086866,0.46439281030071,0.495578111579442,0.984353539372077,"hsa-miR-3615"
"hsa-miR-181a-5p",-0.201077166003122,16.0717522032809,0.462525944054505,0.496445829988851,0.984353539372077,"hsa-miR-181a-5p"
"hsa-miR-671-5p",0.300648340354901,3.07590512513378,0.448222356838735,0.503180339787638,0.984353539372077,"hsa-miR-671-5p"
"hsa-miR-302a-5p",0.217164492670694,7.90903178488588,0.445792169453199,0.504339989145041,0.984353539372077,"hsa-miR-302a-5p"
"hsa-miR-3085-3p",0.327688156263981,2.51031236218385,0.444067037843916,0.505165973248892,0.984353539372077,"hsa-miR-3085-3p"
"hsa-miR-3177-3p",0.277772085444429,3.6402394735517,0.439131943253414,0.507541727189903,0.984353539372077,"hsa-miR-3177-3p"
"hsa-miR-887-3p",-0.289362065991869,3.31765116967638,0.435749858248062,0.50918098365865,0.984353539372077,"hsa-miR-887-3p"
"hsa-miR-331-5p",0.248636342945703,5.08415528778832,0.434611181351103,0.5097349427934,0.984353539372077,"hsa-miR-331-5p"
"hsa-miR-372-3p",-0.372973970526368,1.83345858138871,0.433463956653208,0.510294114206201,0.984353539372077,"hsa-miR-372-3p"
"hsa-miR-1270",-0.24196144124589,5.48466202173323,0.430258622916278,0.511862073210693,0.984353539372077,"hsa-miR-1270"
"hsa-miR-532-3p",-0.263005400337443,4.13100862985317,0.423770753836301,0.515061483154469,0.984353539372077,"hsa-miR-532-3p"
"hsa-miR-625-3p",-0.24355272169357,5.160844975126,0.421400398579972,0.516239098489586,0.984353539372077,"hsa-miR-625-3p"
"hsa-miR-26b-3p",-0.364959286573374,1.86078893172896,0.419954774298533,0.5169596118706,0.984353539372077,"hsa-miR-26b-3p"
"hsa-miR-29c-3p",0.397276324540329,1.39765109536626,0.41975738585738,0.517058128824314,0.984353539372077,"hsa-miR-29c-3p"
"hsa-miR-505-3p",-0.229666325993575,6.09268117233011,0.408997590530028,0.522478727740887,0.984353539372077,"hsa-miR-505-3p"
"hsa-let-7i-5p",0.261229298480721,3.86889386833954,0.402050284615475,0.52603229970974,0.984353539372077,"hsa-let-7i-5p"
"hsa-miR-135a-3p",-0.220323743756973,6.87236479939273,0.39878178988057,0.527719062764937,0.984353539372077,"hsa-miR-135a-3p"
"hsa-miR-4781-3p",-0.32982640213562,2.22196257855226,0.390747092129469,0.53190695966786,0.984353539372077,"hsa-miR-4781-3p"
"hsa-miR-323a-5p",-0.381906709357004,1.50063940637009,0.390507679631222,0.532032664475637,0.984353539372077,"hsa-miR-323a-5p"
"hsa-miR-193b-5p",-0.28504405349801,2.99807723777827,0.386908208604893,0.533929072158192,0.984353539372077,"hsa-miR-193b-5p"
