"","X.miRNA","precursor","SRR5256874_5","SRR5256876","SRR5256877_8","SRR5256879","SRR5256880_1","SRR5256882_3"
"1643","hsa-miR-3198","hsa-mir-3198-1,hsa-mir-3198-2","0","0","0","0","0","0"
"1644","hsa-miR-3199","hsa-mir-3199-1,hsa-mir-3199-2","0","0","0","0","0","0"
"1645","hsa-miR-3202","hsa-mir-3202-1,hsa-mir-3202-2","0","0","0","0","0","0"
"1646","hsa-miR-320b","hsa-mir-320b-1,hsa-mir-320b-2","1116","308","1953","655","345","430"
"1724","hsa-miR-320c","hsa-mir-320c-1,hsa-mir-320c-2","142","25","235","68","47","49"
"1725","hsa-miR-320d","hsa-mir-320d-1,hsa-mir-320d-2","96","16","183","44","31","38"
"1726","hsa-miR-329-5p","hsa-mir-329-1,hsa-mir-329-2","1","0","6","2","1","0"
"1727","hsa-miR-329-3p","hsa-mir-329-1,hsa-mir-329-2","11","1","8","7","0","0"
"1728","hsa-miR-3648","hsa-mir-3648-1,hsa-mir-3648-2","4","0","46","3","4","3"
"1740","hsa-miR-3670","hsa-mir-3670-1,hsa-mir-3670-2,hsa-mir-3670-3,hsa-mir-3670-4","0","0","0","0","0","0"
"1741","hsa-miR-3680-5p","hsa-mir-3680-1,hsa-mir-3680-2","0","0","0","0","0","0"
"1742","hsa-miR-3680-3p","hsa-mir-3680-1,hsa-mir-3680-2","0","0","0","0","0","0"
"1743","hsa-miR-3688-5p","hsa-mir-3688-1,hsa-mir-3688-2","0","0","0","0","0","0"
"1744","hsa-miR-3688-3p","hsa-mir-3688-1,hsa-mir-3688-2","2","1","0","0","0","0"
"1745","hsa-miR-3689d","hsa-mir-3689d-1,hsa-mir-3689d-2","0","0","0","0","0","0"
"1746","hsa-miR-3690","hsa-mir-3690-1,hsa-mir-3690-2","0","0","0","1","0","0"
"1747","hsa-miR-376a-3p","hsa-mir-376a-1,hsa-mir-376a-2","0","0","0","0","1","0"
"1752","hsa-miR-378d","hsa-mir-378d-1,hsa-mir-378d-2","1","1","0","1","0","0"
"1753","hsa-miR-3910","hsa-mir-3910-1,hsa-mir-3910-2","0","0","0","0","0","0"
"1754","hsa-miR-3913-5p","hsa-mir-3913-1,hsa-mir-3913-2","16","4","12","7","6","5"
"1755","hsa-miR-3913-3p","hsa-mir-3913-1,hsa-mir-3913-2","0","1","0","0","0","0"
"1756","hsa-miR-3914","hsa-mir-3914-1,hsa-mir-3914-2","0","0","0","0","0","0"
"1757","hsa-miR-3926","hsa-mir-3926-1,hsa-mir-3926-2","0","0","0","0","0","0"
"1760","hsa-miR-4283","hsa-mir-4283-1,hsa-mir-4283-2","0","0","0","0","0","0"
"1761","hsa-miR-4315","hsa-mir-4315-1,hsa-mir-4315-2","0","0","0","0","0","0"
"1762","hsa-miR-4435","hsa-mir-4435-1,hsa-mir-4435-2","0","0","0","2","0","0"
"1763","hsa-miR-4436b-5p","hsa-mir-4436b-1,hsa-mir-4436b-2","0","0","0","0","0","0"
"1764","hsa-miR-4436b-3p","hsa-mir-4436b-1,hsa-mir-4436b-2","0","0","0","0","0","0"
"1765","hsa-miR-4444","hsa-mir-4444-1,hsa-mir-4444-2","0","0","0","0","0","0"
"1766","hsa-miR-4472","hsa-mir-4472-1,hsa-mir-4472-2","0","0","0","0","0","0"
"1767","hsa-miR-4487","hsa-mir-4487,hsa-mir-4487","0","0","0","0","0","0"
"1768","hsa-miR-4509","hsa-mir-4509-1,hsa-mir-4509-2,hsa-mir-4509-3","0","0","0","0","0","0"
"1769","hsa-miR-450a-5p","hsa-mir-450a-1,hsa-mir-450a-2","7","1","8","8","2","0"
"1770","hsa-miR-4520-5p","hsa-mir-4520-1,hsa-mir-4520-2","0","0","0","0","0","0"
"1771","hsa-miR-4536-5p","hsa-mir-4536-1,hsa-mir-4536-2","0","0","0","0","0","0"
"1772","hsa-miR-4536-3p","hsa-mir-4536-1,hsa-mir-4536-2","0","0","0","0","0","0"
"1774","hsa-miR-4650-5p","hsa-mir-4650-1,hsa-mir-4650-2","0","0","0","0","0","0"
"1776","hsa-miR-4650-3p","hsa-mir-4650-1,hsa-mir-4650-2","0","0","0","0","0","0"
"1784","hsa-miR-4679","hsa-mir-4679-1,hsa-mir-4679-2","0","0","0","0","0","0"
"1785","hsa-miR-4771","hsa-mir-4771-1,hsa-mir-4771-2","0","0","0","0","0","0"
"1786","hsa-miR-4773","hsa-mir-4773-1,hsa-mir-4773-2","0","0","0","0","0","0"
"1787","hsa-miR-4776-5p","hsa-mir-4776-1,hsa-mir-4776-2","0","0","0","0","0","0"
"1809","hsa-miR-4776-3p","hsa-mir-4776-1,hsa-mir-4776-2","0","0","0","0","0","0"
"1810","hsa-miR-486-5p","hsa-mir-486-1,hsa-mir-486-2","90046","31255","258040","66827","36164","57588"
"1835","hsa-miR-486-3p","hsa-mir-486-1,hsa-mir-486-2","116","49","314","122","52","24"
"1836","hsa-miR-509-5p","hsa-mir-509-1,hsa-mir-509-2","0","0","0","0","0","0"
"1845","hsa-miR-509-3p","hsa-mir-509-1,hsa-mir-509-2,hsa-mir-509-3","22","1","60","14","11","8"
"1847","hsa-miR-512-5p","hsa-mir-512-1,hsa-mir-512-2","0","0","0","0","0","0"
"1864","hsa-miR-512-3p","hsa-mir-512-1,hsa-mir-512-2","4","3","4","8","1","0"
"1865","hsa-miR-513a-5p","hsa-mir-513a-1,hsa-mir-513a-2","0","0","0","0","0","0"
"1866","hsa-miR-513a-3p","hsa-mir-513a-1,hsa-mir-513a-2","0","0","0","0","0","0"
"1868","hsa-miR-514a-5p","hsa-mir-514a-1,hsa-mir-514a-2,hsa-mir-514a-3","0","0","0","0","0","0"
"1869","hsa-miR-514a-3p","hsa-mir-514a-1,hsa-mir-514a-2,hsa-mir-514a-3","0","0","0","2","0","0"
"1874","hsa-miR-515-5p","hsa-mir-515-1,hsa-mir-515-2","0","0","0","0","0","0"
"1875","hsa-miR-515-3p","hsa-mir-515-1,hsa-mir-515-2","0","0","0","0","0","0"
"1877","hsa-miR-516a-5p","hsa-mir-516a-1,hsa-mir-516a-2","1","0","0","2","0","0"
"1878","hsa-miR-516a-3p","hsa-mir-516a-1,hsa-mir-516a-2","0","0","0","0","0","0"
"1882","hsa-miR-516b-5p","hsa-mir-516b-1,hsa-mir-516b-2","12","3","0","6","2","0"
"1883","hsa-miR-516b-3p","hsa-mir-516b-1,hsa-mir-516b-2","0","0","0","0","0","0"
"1920","hsa-miR-517-5p","hsa-mir-517a,hsa-mir-517b,hsa-mir-517c","0","0","0","1","0","0"
"1921","hsa-miR-518a-5p","hsa-mir-518a-1,hsa-mir-518a-2","0","0","0","0","0","0"
"1922","hsa-miR-518a-3p","hsa-mir-518a-1,hsa-mir-518a-2","1","0","0","0","0","0"
"1923","hsa-miR-519a-3p","hsa-mir-519a-1,hsa-mir-519a-2","0","0","0","0","0","0"
"1927","hsa-miR-521","hsa-mir-521-1,hsa-mir-521-2","0","0","0","1","0","0"
"1928","hsa-miR-526a-5p","hsa-mir-526a-1,hsa-mir-526a-2","2","0","0","0","0","0"
"1929","hsa-miR-548a-3p","hsa-mir-548a-1,hsa-mir-548a-2,hsa-mir-548a-3","2","0","0","0","0","0"
"1930","hsa-miR-548aa","hsa-mir-548aa-1,hsa-mir-548aa-2","2","0","0","0","0","0"
"1931","hsa-miR-548ae-3p","hsa-mir-548ae-1,hsa-mir-548ae-2","0","0","0","0","0","0"
"1934","hsa-miR-548ag","hsa-mir-548ag-1,hsa-mir-548ag-2","0","0","0","0","0","0"
"1935","hsa-miR-548aj-3p","hsa-mir-548aj-1,hsa-mir-548aj-2","0","0","0","0","0","0"
"1936","hsa-miR-548d-5p","hsa-mir-548d-1,hsa-mir-548d-2","2","1","0","1","0","0"
"1937","hsa-miR-548d-3p","hsa-mir-548d-1,hsa-mir-548d-2","0","0","0","0","0","0"
"1939","hsa-miR-548f-3p","hsa-mir-548f-1,hsa-mir-548f-2,hsa-mir-548f-3,hsa-mir-548f-4,hsa-mir-548f-5","0","0","0","0","0","0"
"1940","hsa-miR-548h-5p","hsa-mir-548h-1,hsa-mir-548h-2,hsa-mir-548h-3,hsa-mir-548h-4,hsa-mir-548h-5","8","1","0","10","2","5"
"1941","hsa-miR-548i","hsa-mir-548i-1,hsa-mir-548i-2,hsa-mir-548i-3,hsa-mir-548i-4","5","3","0","7","2","1"
"1942","hsa-miR-548o-3p","hsa-mir-548o,hsa-mir-548o-2","18","4","19","8","4","3"
"1943","hsa-miR-548x-3p","hsa-mir-548x,hsa-mir-548x-2","0","0","0","0","0","0"
"1950","hsa-miR-550a-5p","hsa-mir-550a-1,hsa-mir-550a-2","82","22","163","54","36","36"
"1951","hsa-miR-550a-3p","hsa-mir-550a-1,hsa-mir-550a-2,hsa-mir-550a-3","29","7","8","15","8","4"
"1962","hsa-miR-550a-3-5p","hsa-mir-550a-1,hsa-mir-550a-2,hsa-mir-550a-3","1","1","6","0","0","0"
"1963","hsa-miR-550b-2-5p","hsa-mir-550b-1,hsa-mir-550b-2","0","0","0","0","0","0"
"1968","hsa-miR-550b-3p","hsa-mir-550b-1,hsa-mir-550b-2","0","0","0","0","0","0"
"1969","hsa-miR-5583-5p","hsa-mir-5583-1,hsa-mir-5583-2","0","0","0","0","0","0"
"1970","hsa-miR-5583-3p","hsa-mir-5583-1,hsa-mir-5583-2","0","0","0","0","0","0"
"1971","hsa-miR-5692a","hsa-mir-5692a-1,hsa-mir-5692a-2","0","0","0","0","0","0"
"1972","hsa-miR-5692c","hsa-mir-5692c-1,hsa-mir-5692c-2","0","0","0","0","0","0"
"1973","hsa-miR-5701","hsa-mir-5701-1,hsa-mir-5701-2,hsa-mir-5701-3","31","15","36","19","14","15"
"1974","hsa-miR-6089","hsa-mir-6089-1,hsa-mir-6089-2","0","0","0","0","0","0"
"1975","hsa-miR-6511a-5p","hsa-mir-6511a-1,hsa-mir-6511a-2,hsa-mir-6511a-3,hsa-mir-6511a-4","9","1","28","4","1","4"
"1976","hsa-miR-6511a-3p","hsa-mir-6511a-1,hsa-mir-6511a-2,hsa-mir-6511a-3,hsa-mir-6511a-4","71","26","73","44","24","14"
"1977","hsa-miR-6511b-5p","hsa-mir-6511b-1,hsa-mir-6511b-2","14","3","28","8","2","6"
"1978","hsa-miR-6511b-3p","hsa-mir-6511b-1,hsa-mir-6511b-2","57","14","38","35","14","19"
"1979","hsa-miR-6724-5p","hsa-mir-6724-1,hsa-mir-6724-2,hsa-mir-6724-3,hsa-mir-6724-4","6","4","8","10","1","0"
"11000","hsa-miR-6770-5p","hsa-mir-6770-1,hsa-mir-6770-2,hsa-mir-6770-3","2","1","0","0","0","0"
"11001","hsa-miR-6770-3p","hsa-mir-6770-1,hsa-mir-6770-2,hsa-mir-6770-3","30","9","38","9","8","7"
"11002","hsa-miR-6859-5p","hsa-mir-6859-1,hsa-mir-6859-2,hsa-mir-6859-3,hsa-mir-6859-4","9","5","13","12","3","3"
"11003","hsa-miR-6859-3p","hsa-mir-6859-1,hsa-mir-6859-2,hsa-mir-6859-3,hsa-mir-6859-4","1","0","0","0","0","0"
"11004","hsa-miR-6862-5p","hsa-mir-6862-1,hsa-mir-6862-2","5","3","5","3","1","4"
"11005","hsa-miR-6862-3p","hsa-mir-6862-1,hsa-mir-6862-2","1","0","0","2","0","0"
"11006","hsa-miR-7-5p","hsa-mir-7-1,hsa-mir-7-2,hsa-mir-7-3","62","13","126","39","15","19"
"11007","hsa-miR-7973","hsa-mir-7973-1,hsa-mir-7973-2","0","0","0","0","0","0"
"11008","hsa-miR-8069","hsa-mir-8069-1,hsa-mir-8069-2","0","0","0","0","0","0"
"11009","hsa-miR-8071","hsa-mir-8071-1,hsa-mir-8071-2","0","0","0","0","0","0"
"11010","hsa-miR-9-5p","hsa-mir-9-1,hsa-mir-9-2,hsa-mir-9-3","340","93","603","206","89","97"
"11011","hsa-miR-9-3p","hsa-mir-9-1,hsa-mir-9-2,hsa-mir-9-3","1","0","13","0","0","0"
"11012","hsa-miR-92a-3p","hsa-mir-92a-1,hsa-mir-92a-2","190349","62621","160655","125754","70307","39829"
"11013","hsa-miR-941","hsa-mir-941-1,hsa-mir-941-2,hsa-mir-941-3,hsa-mir-941-4,hsa-mir-941-5","4044","1296","6282","2575","1387","1218"
"11014","hsa-miR-9902","hsa-mir-9902-1,hsa-mir-9902-2","0","0","0","0","0","0"
