"","X.miRNA","precursor","SRR5256874_5","SRR5256876","SRR5256877_8","SRR5256879","SRR5256880_1","SRR5256882_3"
"2593","hsa-miR-6861-3p","hsa-mir-6861","0","0","0","0","0","0"
"2598","hsa-miR-6863","hsa-mir-6863","0","0","0","0","0","0"
"2599","hsa-miR-6864-5p","hsa-mir-6864","2","4","8","2","3","1"
"2600","hsa-miR-6864-3p","hsa-mir-6864","0","0","0","0","0","0"
"2601","hsa-miR-6865-5p","hsa-mir-6865","1","0","0","1","0","0"
"2602","hsa-miR-6865-3p","hsa-mir-6865","1","0","6","1","1","0"
"2603","hsa-miR-6866-5p","hsa-mir-6866","34","6","31","16","7","10"
"2604","hsa-miR-6866-3p","hsa-mir-6866","1","0","0","1","0","0"
"2605","hsa-miR-6867-5p","hsa-mir-6867","0","1","0","0","0","0"
"2606","hsa-miR-6867-3p","hsa-mir-6867","0","0","0","0","0","0"
"2607","hsa-miR-6868-5p","hsa-mir-6868","0","0","0","0","0","0"
"2608","hsa-miR-6868-3p","hsa-mir-6868","4","0","7","2","2","2"
"2609","hsa-miR-6869-5p","hsa-mir-6869","0","0","4","0","0","1"
"2610","hsa-miR-6869-3p","hsa-mir-6869","0","0","0","0","0","0"
"2611","hsa-miR-6870-5p","hsa-mir-6870","0","0","0","0","0","0"
"2612","hsa-miR-6870-3p","hsa-mir-6870","0","0","0","0","0","0"
"2613","hsa-miR-6871-5p","hsa-mir-6871","7","2","55","7","2","9"
"2614","hsa-miR-6871-3p","hsa-mir-6871","0","0","6","0","0","0"
"2615","hsa-miR-6872-5p","hsa-mir-6872","0","0","0","0","0","0"
"2616","hsa-miR-6872-3p","hsa-mir-6872","0","0","0","0","0","0"
"2617","hsa-miR-6873-5p","hsa-mir-6873","0","0","0","1","1","0"
"2618","hsa-miR-6873-3p","hsa-mir-6873","0","0","0","0","0","0"
"2619","hsa-miR-6874-5p","hsa-mir-6874","1","1","0","0","0","1"
"2620","hsa-miR-6874-3p","hsa-mir-6874","0","0","0","0","0","0"
"2621","hsa-miR-6875-5p","hsa-mir-6875","0","2","0","0","1","0"
"2622","hsa-miR-6875-3p","hsa-mir-6875","0","0","0","0","0","0"
"2623","hsa-miR-6876-5p","hsa-mir-6876","0","0","4","0","0","0"
"2624","hsa-miR-6876-3p","hsa-mir-6876","0","0","0","0","0","0"
"2625","hsa-miR-6877-5p","hsa-mir-6877","2","2","9","2","0","6"
"2626","hsa-miR-6877-3p","hsa-mir-6877","0","1","0","0","0","1"
"2627","hsa-miR-6878-5p","hsa-mir-6878","0","0","0","0","0","0"
"2628","hsa-miR-6878-3p","hsa-mir-6878","0","0","0","0","0","0"
"2629","hsa-miR-6879-5p","hsa-mir-6879","0","0","0","0","0","0"
"2630","hsa-miR-6879-3p","hsa-mir-6879","1","0","12","0","1","0"
"2631","hsa-miR-6880-5p","hsa-mir-6880","0","0","0","0","0","0"
"2632","hsa-miR-6880-3p","hsa-mir-6880","0","0","0","0","0","0"
"2633","hsa-miR-6881-5p","hsa-mir-6881","1","0","0","1","0","0"
"2634","hsa-miR-6881-3p","hsa-mir-6881","0","0","0","0","0","0"
"2635","hsa-miR-6882-5p","hsa-mir-6882","11","5","23","8","6","0"
"2636","hsa-miR-6882-3p","hsa-mir-6882","0","0","0","2","0","0"
"2637","hsa-miR-6883-5p","hsa-mir-6883","0","0","0","0","0","0"
"2638","hsa-miR-6883-3p","hsa-mir-6883","0","0","0","0","0","0"
"2639","hsa-miR-6884-5p","hsa-mir-6884","1","3","0","2","0","0"
"2640","hsa-miR-6884-3p","hsa-mir-6884","0","0","0","0","0","0"
"2641","hsa-miR-6885-5p","hsa-mir-6885","2","0","0","1","0","1"
"2642","hsa-miR-6885-3p","hsa-mir-6885","2","1","2","0","0","4"
"2643","hsa-miR-6886-5p","hsa-mir-6886","10","2","17","4","3","3"
"2644","hsa-miR-6886-3p","hsa-mir-6886","6","0","3","2","1","0"
"2645","hsa-miR-6887-5p","hsa-mir-6887","0","0","0","0","0","0"
"2646","hsa-miR-6887-3p","hsa-mir-6887","0","0","0","0","0","0"
"2647","hsa-miR-6888-5p","hsa-mir-6888","0","0","0","0","0","0"
"2648","hsa-miR-6888-3p","hsa-mir-6888","0","0","0","0","0","0"
"2649","hsa-miR-6889-5p","hsa-mir-6889","0","0","0","0","0","0"
"2650","hsa-miR-6889-3p","hsa-mir-6889","0","0","0","0","0","0"
"2651","hsa-miR-6890-5p","hsa-mir-6890","1","0","6","0","0","0"
"2652","hsa-miR-6890-3p","hsa-mir-6890","0","0","0","0","0","0"
"2653","hsa-miR-6891-5p","hsa-mir-6891","0","0","0","0","0","0"
"2654","hsa-miR-6891-3p","hsa-mir-6891","0","0","0","0","0","0"
"2655","hsa-miR-6892-5p","hsa-mir-6892","0","0","0","2","0","0"
"2656","hsa-miR-6892-3p","hsa-mir-6892","0","0","0","0","0","0"
"2657","hsa-miR-6893-5p","hsa-mir-6893","0","0","0","0","0","0"
"2658","hsa-miR-6893-3p","hsa-mir-6893","0","0","0","0","0","0"
"2659","hsa-miR-6894-5p","hsa-mir-6894","2","1","5","1","0","0"
"2660","hsa-miR-6894-3p","hsa-mir-6894","0","0","0","0","0","0"
"2661","hsa-miR-6895-5p","hsa-mir-6895","0","0","0","0","1","0"
"2662","hsa-miR-6895-3p","hsa-mir-6895","1","0","2","1","0","0"
"2664","hsa-miR-7-1-3p","hsa-mir-7-1","45","12","46","31","18","11"
"2666","hsa-miR-7-2-3p","hsa-mir-7-2","15","5","46","4","1","4"
"2668","hsa-miR-708-5p","hsa-mir-708","362","113","654","203","129","128"
"2669","hsa-miR-708-3p","hsa-mir-708","202","53","300","180","75","74"
"2670","hsa-miR-7106-5p","hsa-mir-7106","0","0","0","0","0","0"
"2671","hsa-miR-7106-3p","hsa-mir-7106","0","0","0","0","0","0"
"2672","hsa-miR-7107-5p","hsa-mir-7107","0","0","0","0","0","0"
"2673","hsa-miR-7107-3p","hsa-mir-7107","0","1","0","0","0","0"
"2674","hsa-miR-7108-5p","hsa-mir-7108","0","0","0","0","0","0"
"2675","hsa-miR-7108-3p","hsa-mir-7108","0","0","0","0","0","1"
"2676","hsa-miR-7109-5p","hsa-mir-7109","0","0","0","2","0","0"
"2677","hsa-miR-7109-3p","hsa-mir-7109","0","0","0","0","0","0"
"2678","hsa-miR-711","hsa-mir-711","0","0","0","0","0","0"
"2679","hsa-miR-7110-5p","hsa-mir-7110","0","0","0","0","0","0"
"2680","hsa-miR-7110-3p","hsa-mir-7110","0","0","0","0","0","0"
"2681","hsa-miR-7111-5p","hsa-mir-7111","0","0","0","2","1","0"
"2682","hsa-miR-7111-3p","hsa-mir-7111","0","0","0","2","0","0"
"2683","hsa-miR-7112-5p","hsa-mir-7112","0","0","0","0","0","0"
"2684","hsa-miR-7112-3p","hsa-mir-7112","0","0","0","0","0","0"
"2685","hsa-miR-7113-5p","hsa-mir-7113","1","1","8","1","0","0"
"2686","hsa-miR-7113-3p","hsa-mir-7113","0","0","0","2","0","0"
"2687","hsa-miR-7114-5p","hsa-mir-7114","0","0","3","0","0","0"
"2688","hsa-miR-7114-3p","hsa-mir-7114","1","0","0","0","2","0"
"2689","hsa-miR-7150","hsa-mir-7150","0","0","0","0","0","0"
"2690","hsa-miR-7151-5p","hsa-mir-7151","0","0","0","0","0","0"
"2691","hsa-miR-7151-3p","hsa-mir-7151","0","0","0","0","0","0"
"2692","hsa-miR-7152-5p","hsa-mir-7152","0","0","0","0","0","0"
"2693","hsa-miR-7152-3p","hsa-mir-7152","0","0","0","0","0","0"
"2694","hsa-miR-7153-5p","hsa-mir-7153","0","0","0","0","0","0"
"2695","hsa-miR-7153-3p","hsa-mir-7153","0","0","0","0","0","0"
"2696","hsa-miR-7154-5p","hsa-mir-7154","0","0","0","0","0","0"
"2697","hsa-miR-7154-3p","hsa-mir-7154","0","0","0","0","0","0"
"2698","hsa-miR-7155-5p","hsa-mir-7155","0","0","0","0","0","0"
"2699","hsa-miR-7155-3p","hsa-mir-7155","0","0","0","1","0","0"
"2700","hsa-miR-7156-5p","hsa-mir-7156","6","0","26","5","2","0"
"2701","hsa-miR-7156-3p","hsa-mir-7156","0","0","0","0","0","0"
"2702","hsa-miR-7157-5p","hsa-mir-7157","0","0","0","0","0","0"
"2703","hsa-miR-7157-3p","hsa-mir-7157","0","0","0","0","0","0"
"2704","hsa-miR-7158-5p","hsa-mir-7158","0","0","0","0","0","0"
"2705","hsa-miR-7158-3p","hsa-mir-7158","0","0","0","0","0","0"
"2706","hsa-miR-7159-5p","hsa-mir-7159","0","0","0","0","0","0"
"2707","hsa-miR-7159-3p","hsa-mir-7159","0","0","0","0","0","0"
"2708","hsa-miR-7160-5p","hsa-mir-7160","0","0","0","0","0","0"
"2709","hsa-miR-7160-3p","hsa-mir-7160","0","0","0","0","0","0"
"2710","hsa-miR-7161-5p","hsa-mir-7161","0","0","0","0","0","0"
"2711","hsa-miR-7161-3p","hsa-mir-7161","0","0","0","0","0","0"
"2712","hsa-miR-7162-5p","hsa-mir-7162","0","0","0","0","0","0"
"2713","hsa-miR-7162-3p","hsa-mir-7162","0","0","0","0","0","0"
"2714","hsa-miR-718","hsa-mir-718","0","0","0","0","0","0"
"2715","hsa-miR-744-5p","hsa-mir-744","14726","5723","26988","13959","8551","6296"
"2716","hsa-miR-744-3p","hsa-mir-744","40","7","42","16","4","10"
"2717","hsa-miR-7515","hsa-mir-7515","0","0","0","0","0","0"
"2718","hsa-miR-758-5p","hsa-mir-758","1","0","0","1","0","0"
"2719","hsa-miR-758-3p","hsa-mir-758","19","5","14","12","1","1"
"2720","hsa-miR-759","hsa-mir-759","0","0","0","0","0","0"
"2721","hsa-miR-760","hsa-mir-760","89","37","261","56","38","42"
"2722","hsa-miR-761","hsa-mir-761","0","0","0","0","0","0"
"2723","hsa-miR-762","hsa-mir-762","0","0","0","0","0","0"
"2724","hsa-miR-764","hsa-mir-764","0","0","0","0","0","0"
"2725","hsa-miR-765","hsa-mir-765","4","4","9","3","2","1"
"2726","hsa-miR-766-5p","hsa-mir-766","54","9","41","31","6","25"
"2727","hsa-miR-766-3p","hsa-mir-766","1430","941","3922","968","688","808"
"2728","hsa-miR-767-5p","hsa-mir-767","5619","1644","5897","3143","1569","1415"
"2729","hsa-miR-767-3p","hsa-mir-767","10","0","6","0","0","4"
"2730","hsa-miR-769-5p","hsa-mir-769","30316","9309","42712","21567","10398","9844"
"2731","hsa-miR-769-3p","hsa-mir-769","100","36","173","51","28","52"
"2732","hsa-miR-770-5p","hsa-mir-770","1","1","0","0","0","0"
"2733","hsa-miR-7702","hsa-mir-7702","0","0","0","0","0","0"
"2734","hsa-miR-7703","hsa-mir-7703","0","0","0","0","0","0"
"2735","hsa-miR-7704","hsa-mir-7704","20","16","89","10","11","10"
"2736","hsa-miR-7705","hsa-mir-7705","2","0","0","0","0","0"
"2737","hsa-miR-7706","hsa-mir-7706","2309","766","4488","1336","730","1088"
"2738","hsa-miR-7843-5p","hsa-mir-7843","0","0","0","0","0","0"
"2739","hsa-miR-7843-3p","hsa-mir-7843","0","0","0","0","0","0"
"2740","hsa-miR-7844-5p","hsa-mir-7844","0","0","0","0","0","0"
"2741","hsa-miR-7845-5p","hsa-mir-7845","1","2","0","1","1","0"
"2742","hsa-miR-7846-3p","hsa-mir-7846","0","0","0","0","0","0"
"2743","hsa-miR-7847-3p","hsa-mir-7847","0","0","0","0","0","0"
"2744","hsa-miR-7848-3p","hsa-mir-7848","0","0","0","0","0","0"
"2745","hsa-miR-7849-3p","hsa-mir-7849","0","3","0","0","0","0"
"2746","hsa-miR-7850-5p","hsa-mir-7850","5","1","0","0","1","0"
"2747","hsa-miR-7851-3p","hsa-mir-7851","0","0","0","0","0","0"
"2748","hsa-miR-7852-3p","hsa-mir-7852","0","0","0","0","0","0"
"2749","hsa-miR-7853-5p","hsa-mir-7853","0","0","0","0","0","0"
"2750","hsa-miR-7854-3p","hsa-mir-7854","0","0","0","0","0","0"
"2751","hsa-miR-7855-5p","hsa-mir-7855","0","0","0","0","0","0"
"2752","hsa-miR-7856-5p","hsa-mir-7856","0","0","0","0","0","0"
"2755","hsa-miR-7974","hsa-mir-7974","15","5","10","20","7","3"
"2756","hsa-miR-7975","hsa-mir-7975","1","1","0","0","0","0"
"2757","hsa-miR-7976","hsa-mir-7976","7","2","0","0","0","0"
"2758","hsa-miR-7977","hsa-mir-7977","0","0","0","0","0","0"
"2759","hsa-miR-7978","hsa-mir-7978","2","0","0","0","1","3"
"2760","hsa-miR-802","hsa-mir-802","0","0","0","0","0","0"
"2761","hsa-miR-8052","hsa-mir-8052","0","0","0","0","0","0"
"2762","hsa-miR-8053","hsa-mir-8053","0","0","0","0","0","0"
"2763","hsa-miR-8054","hsa-mir-8054","0","0","0","0","0","0"
"2764","hsa-miR-8055","hsa-mir-8055","0","0","0","0","0","0"
"2765","hsa-miR-8056","hsa-mir-8056","0","0","0","0","0","0"
"2766","hsa-miR-8057","hsa-mir-8057","0","0","0","0","0","0"
"2767","hsa-miR-8058","hsa-mir-8058","0","0","0","0","0","0"
"2768","hsa-miR-8059","hsa-mir-8059","0","0","0","0","0","0"
"2769","hsa-miR-8060","hsa-mir-8060","0","0","0","0","0","0"
"2770","hsa-miR-8061","hsa-mir-8061","5","0","41","3","2","6"
"2771","hsa-miR-8062","hsa-mir-8062","0","0","0","0","0","0"
"2772","hsa-miR-8063","hsa-mir-8063","0","0","0","0","0","0"
"2773","hsa-miR-8064","hsa-mir-8064","0","0","0","0","0","0"
"2774","hsa-miR-8065","hsa-mir-8065","0","0","0","0","0","0"
"2775","hsa-miR-8066","hsa-mir-8066","0","0","0","0","0","0"
"2776","hsa-miR-8067","hsa-mir-8067","0","0","0","0","0","0"
"2777","hsa-miR-8068","hsa-mir-8068","0","0","0","0","0","0"
"2780","hsa-miR-8070","hsa-mir-8070","0","0","0","0","0","0"
"2783","hsa-miR-8072","hsa-mir-8072","0","0","9","0","0","0"
"2784","hsa-miR-8073","hsa-mir-8073","0","0","0","0","0","0"
"2785","hsa-miR-8074","hsa-mir-8074","0","0","0","0","0","0"
"2786","hsa-miR-8075","hsa-mir-8075","0","0","0","0","0","0"
"2787","hsa-miR-8076","hsa-mir-8076","0","0","0","0","0","0"
"2788","hsa-miR-8077","hsa-mir-8077","0","0","0","0","0","0"
"2789","hsa-miR-8078","hsa-mir-8078","0","0","0","0","0","0"
"2790","hsa-miR-8079","hsa-mir-8079","0","0","0","0","0","0"
"2791","hsa-miR-8080","hsa-mir-8080","0","0","0","0","0","0"
"2792","hsa-miR-8081","hsa-mir-8081","0","0","0","0","0","0"
"2793","hsa-miR-8082","hsa-mir-8082","0","0","0","0","0","0"
"2794","hsa-miR-8083","hsa-mir-8083","0","0","0","0","0","0"
"2795","hsa-miR-8084","hsa-mir-8084","0","0","0","0","0","0"
"2796","hsa-miR-8085","hsa-mir-8085","0","0","0","0","0","0"
"2797","hsa-miR-8086","hsa-mir-8086","0","0","0","0","0","0"
"2798","hsa-miR-8087","hsa-mir-8087","0","0","0","0","0","0"
"2799","hsa-miR-8088","hsa-mir-8088","0","0","0","0","0","0"
"2800","hsa-miR-8089","hsa-mir-8089","0","0","0","0","0","0"
"2801","hsa-miR-8485","hsa-mir-8485","0","0","2","0","0","0"
"2802","hsa-miR-873-5p","hsa-mir-873","187","67","295","130","65","37"
"2803","hsa-miR-873-3p","hsa-mir-873","3332","1142","10531","1583","844","959"
"2804","hsa-miR-874-5p","hsa-mir-874","54","19","76","31","17","19"
"2805","hsa-miR-874-3p","hsa-mir-874","732","228","1522","364","212","295"
"2806","hsa-miR-875-5p","hsa-mir-875","0","0","0","0","0","0"
"2807","hsa-miR-875-3p","hsa-mir-875","1","0","0","0","0","4"
"2808","hsa-miR-876-5p","hsa-mir-876","0","0","0","0","0","0"
"2809","hsa-miR-876-3p","hsa-mir-876","4","3","0","1","1","0"
"2810","hsa-miR-877-5p","hsa-mir-877","734","257","1681","618","273","422"
"2811","hsa-miR-877-3p","hsa-mir-877","10","7","18","9","5","2"
"2812","hsa-miR-885-5p","hsa-mir-885","1","1","6","5","0","0"
"2813","hsa-miR-885-3p","hsa-mir-885","0","0","0","1","0","0"
"2814","hsa-miR-887-5p","hsa-mir-887","48","11","13","11","4","11"
"2815","hsa-miR-887-3p","hsa-mir-887","84","22","45","50","13","8"
"2816","hsa-miR-888-5p","hsa-mir-888","0","0","0","31","9","8"
"2817","hsa-miR-888-3p","hsa-mir-888","0","0","0","0","0","0"
"2818","hsa-miR-889-5p","hsa-mir-889","1","0","0","0","0","0"
"2819","hsa-miR-889-3p","hsa-mir-889","46","21","66","40","16","7"
"2820","hsa-miR-890","hsa-mir-890","0","0","0","0","1","0"
"2821","hsa-miR-891a-5p","hsa-mir-891a","1","0","0","2743","1445","774"
"2822","hsa-miR-891a-3p","hsa-mir-891a","0","0","0","0","0","0"
"2823","hsa-miR-891b","hsa-mir-891b","0","0","0","0","0","0"
"2824","hsa-miR-892a","hsa-mir-892a","0","0","0","38","9","21"
"2825","hsa-miR-892b","hsa-mir-892b","0","0","0","0","1","0"
"2826","hsa-miR-892c-5p","hsa-mir-892c","0","0","0","0","0","0"
"2827","hsa-miR-892c-3p","hsa-mir-892c","0","0","0","1","0","0"
"2834","hsa-miR-920","hsa-mir-920","0","0","0","0","0","0"
"2835","hsa-miR-921","hsa-mir-921","0","0","0","0","0","0"
"2836","hsa-miR-922","hsa-mir-922","0","0","0","0","0","0"
"2837","hsa-miR-924","hsa-mir-924","0","0","0","0","0","0"
"2838","hsa-miR-92a-1-5p","hsa-mir-92a-1","100","29","137","60","27","35"
"2841","hsa-miR-92a-2-5p","hsa-mir-92a-2","0","1","4","0","0","0"
"2842","hsa-miR-92b-5p","hsa-mir-92b","22","12","41","13","10","8"
"2843","hsa-miR-92b-3p","hsa-mir-92b","42344","15049","25899","27350","14580","6330"
"2844","hsa-miR-93-5p","hsa-mir-93","11852","3342","15618","8162","3721","3895"
"2845","hsa-miR-93-3p","hsa-mir-93","247","66","270","185","73","71"
"2846","hsa-miR-933","hsa-mir-933","3","4","10","2","1","1"
"2847","hsa-miR-934","hsa-mir-934","0","0","0","0","0","0"
"2848","hsa-miR-935","hsa-mir-935","119","33","333","65","31","44"
"2849","hsa-miR-936","hsa-mir-936","0","0","0","0","0","0"
"2850","hsa-miR-937-5p","hsa-mir-937","3","0","0","1","1","0"
"2851","hsa-miR-937-3p","hsa-mir-937","79","47","154","60","39","22"
"2852","hsa-miR-938","hsa-mir-938","0","0","0","0","0","0"
"2853","hsa-miR-939-5p","hsa-mir-939","2","0","3","0","0","0"
"2854","hsa-miR-939-3p","hsa-mir-939","0","0","0","0","0","0"
"2855","hsa-miR-940","hsa-mir-940","31","3","51","11","10","14"
"2861","hsa-miR-942-5p","hsa-mir-942","3","0","1","3","1","0"
"2862","hsa-miR-942-3p","hsa-mir-942","0","0","0","0","0","0"
"2863","hsa-miR-943","hsa-mir-943","0","0","0","0","0","0"
"2864","hsa-miR-944","hsa-mir-944","0","0","0","0","0","0"
"2865","hsa-miR-95-5p","hsa-mir-95","0","0","4","1","0","0"
"2866","hsa-miR-95-3p","hsa-mir-95","180","54","163","116","56","26"
"2867","hsa-miR-9500","hsa-mir-9500","0","0","0","0","0","0"
"2868","hsa-miR-96-5p","hsa-mir-96","1","0","4","1","0","1"
"2869","hsa-miR-96-3p","hsa-mir-96","0","0","0","0","0","0"
"2870","hsa-miR-9718","hsa-mir-9718","0","0","0","0","0","0"
"2871","hsa-miR-98-5p","hsa-mir-98","35","10","49","29","16","14"
"2872","hsa-miR-98-3p","hsa-mir-98","0","0","0","0","0","0"
"2873","hsa-miR-9851-5p","hsa-mir-9851","0","0","0","0","0","0"
"2874","hsa-miR-9851-3p","hsa-mir-9851","0","0","0","0","0","0"
"2875","hsa-miR-9898","hsa-mir-9898","0","0","0","0","0","0"
"2876","hsa-miR-9899","hsa-mir-9899","0","0","0","0","0","0"
"2877","hsa-miR-9900","hsa-mir-9900","0","0","0","0","0","0"
"2878","hsa-miR-9901","hsa-mir-9901","0","2","0","0","2","0"
"2881","hsa-miR-9903","hsa-mir-9903","1","0","0","0","0","0"
"2882","hsa-miR-9983-3p","hsa-mir-9983","0","0","0","0","0","0"
"2883","hsa-miR-9985","hsa-mir-9985","0","0","0","0","0","0"
"2884","hsa-miR-9986","hsa-mir-9986","0","0","0","1","0","0"
"2885","hsa-miR-99a-5p","hsa-mir-99a","173","38","107","98","35","16"
"2886","hsa-miR-99a-3p","hsa-mir-99a","1","2","0","3","0","0"
"2887","hsa-miR-99b-5p","hsa-mir-99b","38398","12291","74855","21250","11506","11871"
"2888","hsa-miR-99b-3p","hsa-mir-99b","440","153","1070","330","151","210"
"1","hsa-let-7a-5p","hsa-let-7a-1,hsa-let-7a-2,hsa-let-7a-3","1376","499","2708","838","406","433"
"15","hsa-let-7a-3p","hsa-let-7a-1,hsa-let-7a-3","0","0","0","0","0","0"
"17","hsa-let-7f-5p","hsa-let-7f-1,hsa-let-7f-2","1366","527","2363","1088","539","455"
"153","hsa-miR-1-3p","hsa-mir-1-1,hsa-mir-1-2","5","1","14","2","0","5"
"154","hsa-miR-101-3p","hsa-mir-101-1,hsa-mir-101-2","2199","803","3831","2380","940","837"
"155","hsa-miR-103a-3p","hsa-mir-103a-1,hsa-mir-103a-2","50034","17562","72558","35537","18833","17130"
"156","hsa-miR-103b","hsa-mir-103b-1,hsa-mir-103b-2","0","0","0","0","0","0"
"164","hsa-miR-105-5p","hsa-mir-105-1,hsa-mir-105-2","693","221","728","482","202","133"
"165","hsa-miR-105-3p","hsa-mir-105-1,hsa-mir-105-2","193","58","256","116","65","38"
"166","hsa-miR-1184","hsa-mir-1184-1,hsa-mir-1184-2,hsa-mir-1184-3","0","0","0","0","0","0"
"167","hsa-miR-1185-5p","hsa-mir-1185-1,hsa-mir-1185-2","2","0","0","0","0","0"
"168","hsa-miR-1233-5p","hsa-mir-1233-1,hsa-mir-1233-2","0","0","0","0","0","0"
"169","hsa-miR-1233-3p","hsa-mir-1233-1,hsa-mir-1233-2","1","0","0","1","0","0"
"171","hsa-miR-124-5p","hsa-mir-124-1,hsa-mir-124-2,hsa-mir-124-3","80","27","93","46","15","17"
"172","hsa-miR-124-3p","hsa-mir-124-1,hsa-mir-124-2,hsa-mir-124-3","1896","811","2736","1384","684","429"
"173","hsa-miR-1244","hsa-mir-1244-1,hsa-mir-1244-2,hsa-mir-1244-3,hsa-mir-1244-4","0","1","0","0","0","0"
"174","hsa-miR-1255b-5p","hsa-mir-1255b-1,hsa-mir-1255b-2","1","0","0","0","0","0"
"192","hsa-miR-125b-5p","hsa-mir-125b-1,hsa-mir-125b-2","6521","1586","5354","2983","1430","726"
"193","hsa-miR-128-3p","hsa-mir-128-1,hsa-mir-128-2","5542","1796","5017","3416","1593","635"
"1125","hsa-miR-1283","hsa-mir-1283-1,hsa-mir-1283-2","6","1","4","0","0","1"
"1126","hsa-miR-1285-3p","hsa-mir-1285-1,hsa-mir-1285-2","96","36","60","66","24","12"
"1161","hsa-miR-1289","hsa-mir-1289-1,hsa-mir-1289-2","1","0","0","0","1","0"
"1162","hsa-miR-129-5p","hsa-mir-129-1,hsa-mir-129-2","867","230","1860","506","260","327"
"1202","hsa-miR-1302","hsa-mir-1302-1,hsa-mir-1302-10,hsa-mir-1302-11,hsa-mir-1302-2,hsa-mir-1302-3,hsa-mir-1302-4,hsa-mir-1302-5,hsa-mir-1302-6,hsa-mir-1302-7,hsa-mir-1302-8,hsa-mir-1302-9","1","0","0","3","2","0"
"1203","hsa-miR-133a-5p","hsa-mir-133a-1,hsa-mir-133a-2","0","1","0","0","0","0"
"1205","hsa-miR-133a-3p","hsa-mir-133a-1,hsa-mir-133a-2","436","127","471","241","144","106"
"1206","hsa-miR-135a-5p","hsa-mir-135a-1,hsa-mir-135a-2","136","26","139","81","44","17"
"1207","hsa-miR-138-5p","hsa-mir-138-1,hsa-mir-138-2","5140","1751","7997","3934","1824","1589"
"1208","hsa-miR-153-3p","hsa-mir-153-1,hsa-mir-153-2","71","21","245","25","5","7"
"1216","hsa-miR-16-5p","hsa-mir-16-1,hsa-mir-16-2","7368","2411","5772","4838","2436","1312"
"1217","hsa-miR-181a-5p","hsa-mir-181a-1,hsa-mir-181a-2","441093","148466","544542","252596","129027","100128"
"1245","hsa-miR-181b-5p","hsa-mir-181b-1,hsa-mir-181b-2","76844","24910","117811","54428","27743","28535"
"1246","hsa-miR-194-5p","hsa-mir-194-1,hsa-mir-194-2","93","33","48","51","16","9"
"1266","hsa-miR-196a-5p","hsa-mir-196a-1,hsa-mir-196a-2","0","0","0","0","0","0"
"1267","hsa-miR-1972","hsa-mir-1972-1,hsa-mir-1972-2","0","0","0","2","0","0"
"1294","hsa-miR-199a-5p","hsa-mir-199a-1,hsa-mir-199a-2","1","1","0","0","0","0"
"1295","hsa-miR-199a-3p","hsa-mir-199a-1,hsa-mir-199a-2","23","9","10","23","14","3"
"1296","hsa-miR-19b-3p","hsa-mir-19b-1,hsa-mir-19b-2","562","82","883","266","145","202"
"1297","hsa-miR-218-5p","hsa-mir-218-1,hsa-mir-218-2","26505","8526","28865","18535","8645","4350"
"1299","hsa-miR-219a-5p","hsa-mir-219a-1,hsa-mir-219a-2","6","6","4","6","0","2"
"1317","hsa-miR-24-3p","hsa-mir-24-1,hsa-mir-24-2","256","88","433","153","95","52"
"1319","hsa-miR-26a-5p","hsa-mir-26a-1,hsa-mir-26a-2","110025","39487","89712","88033","42108","21770"
"1339","hsa-miR-29b-3p","hsa-mir-29b-1,hsa-mir-29b-2","0","0","0","2","2","1"
"1340","hsa-miR-30c-5p","hsa-mir-30c-1,hsa-mir-30c-2","5762","1538","7882","4054","1765","1522"
"1341","hsa-miR-3116","hsa-mir-3116-1,hsa-mir-3116-2","0","0","0","0","0","1"
"1342","hsa-miR-3118","hsa-mir-3118-1,hsa-mir-3118-2,hsa-mir-3118-3,hsa-mir-3118-4","0","0","0","0","0","0"
"1377","hsa-miR-3119","hsa-mir-3119-1,hsa-mir-3119-2","0","0","0","0","0","0"
"1378","hsa-miR-3130-5p","hsa-mir-3130-1,hsa-mir-3130-2","1","0","4","1","1","0"
"1379","hsa-miR-3130-3p","hsa-mir-3130-1,hsa-mir-3130-2","3","3","6","2","1","0"
"1380","hsa-miR-3142","hsa-mir-3142,hsa-mir-3142","0","0","0","0","0","0"
"1429","hsa-miR-3156-5p","hsa-mir-3156-1,hsa-mir-3156-2,hsa-mir-3156-3","0","0","0","0","0","0"
"1430","hsa-miR-3156-3p","hsa-mir-3156-1,hsa-mir-3156-2","0","0","0","0","0","0"
"1580","hsa-miR-3158-5p","hsa-mir-3158-1,hsa-mir-3158-2","0","0","0","0","0","0"
"1581","hsa-miR-3158-3p","hsa-mir-3158-1,hsa-mir-3158-2","46","22","71","31","24","14"
"1584","hsa-miR-3160-5p","hsa-mir-3160-1,hsa-mir-3160-2","0","0","0","0","0","0"
"1585","hsa-miR-3160-3p","hsa-mir-3160-1,hsa-mir-3160-2","1","0","0","1","0","1"
"1589","hsa-miR-3179","hsa-mir-3179-1,hsa-mir-3179-2,hsa-mir-3179-3,hsa-mir-3179-4","0","0","0","2","0","2"
"1590","hsa-miR-3180-5p","hsa-mir-3180-1,hsa-mir-3180-2,hsa-mir-3180-3","13","4","32","13","2","4"
"1591","hsa-miR-3180-3p","hsa-mir-3180-1,hsa-mir-3180-2,hsa-mir-3180-3,hsa-mir-3180-4,hsa-mir-3180-5","47","16","149","41","29","28"
"1592","hsa-miR-3180","hsa-mir-3180-1,hsa-mir-3180-2,hsa-mir-3180-3,hsa-mir-3180-4,hsa-mir-3180-5","47","16","149","41","29","28"
